Date,Open,High,Low,Close,Volume,Adj Close
2013-08-19,80.98,81.33,79.56,79.58,882100,78.32
2013-08-16,82.59,83.11,81.29,81.40,2262400,80.11
2013-08-15,83.08,83.13,81.94,82.84,1008000,81.53
2013-08-14,83.03,84.07,82.50,84.02,835900,82.69
2013-08-13,83.75,83.78,82.50,83.24,746100,81.92
2013-08-12,84.86,84.86,83.15,83.75,1070700,82.43
2013-08-09,84.73,85.34,84.57,84.91,1422000,83.57
2013-08-08,84.41,85.06,84.16,84.78,1152900,83.44
2013-08-07,83.82,84.81,83.18,84.75,1332500,82.69
2013-08-06,83.62,84.39,82.78,84.05,1279800,82.01
2013-08-05,83.38,84.22,83.02,83.62,791800,81.59
2013-08-02,84.22,84.75,83.35,83.38,806400,81.35
2013-08-01,85.36,85.58,84.15,84.16,1063300,82.12
2013-07-31,86.31,86.99,83.53,84.81,1578600,82.75
2013-07-30,87.42,87.67,85.83,86.16,811800,84.07
2013-07-29,87.17,87.35,86.48,86.93,578900,84.82
2013-07-26,86.51,87.56,86.23,87.53,477900,85.40
2013-07-25,86.84,87.37,86.22,86.83,670800,84.72
2013-07-24,89.01,89.06,86.33,87.07,832000,84.95
2013-07-23,89.09,89.35,88.48,88.68,640700,86.53
2013-07-22,88.83,89.08,88.35,88.91,613800,86.75
2013-07-19,88.44,88.95,88.22,88.41,1434900,86.26
2013-07-18,87.89,88.95,87.57,88.71,481100,86.56
2013-07-17,87.84,87.99,87.36,87.57,507300,85.44
2013-07-16,87.82,88.00,87.13,87.28,589700,85.16
2013-07-15,87.08,87.81,86.26,87.77,598600,85.64
2013-07-12,87.75,87.75,86.15,86.96,575200,84.85
2013-07-11,86.70,87.62,86.19,87.51,1120100,85.38
2013-07-10,85.20,85.78,84.56,85.47,1079200,83.39
2013-07-09,85.11,85.98,84.62,85.52,1215400,83.44
2013-07-08,84.45,85.15,84.44,84.70,1549400,82.64
2013-07-05,84.03,84.50,82.98,84.44,1274500,82.39
2013-07-03,83.74,84.62,83.19,84.15,910500,82.11
2013-07-02,82.78,84.52,82.73,84.51,945300,82.46
2013-07-01,83.19,83.77,82.24,83.01,999100,80.99
2013-06-28,82.68,83.45,81.96,82.85,1504700,80.84
2013-06-27,81.18,83.02,81.10,82.93,913300,80.92
2013-06-26,79.97,80.96,79.95,80.60,1047000,78.64
2013-06-25,78.77,79.75,77.67,79.19,1234600,77.27
2013-06-24,77.40,79.84,76.19,78.14,1238300,76.24
2013-06-21,77.39,78.97,76.75,78.33,2018200,76.43
2013-06-20,80.35,80.35,76.35,76.73,1125000,74.87
2013-06-19,83.98,84.19,80.70,80.91,1069500,78.94
2013-06-18,83.14,84.48,82.73,83.99,982900,81.95
2013-06-17,83.26,84.32,82.78,83.18,1102300,81.16
2013-06-14,82.28,83.85,81.85,82.85,1288700,80.84
2013-06-13,79.31,82.61,79.31,82.51,1106200,80.51
2013-06-12,80.59,80.70,79.07,79.39,897400,77.46
2013-06-11,80.47,80.80,79.54,79.85,1264300,77.91
2013-06-10,81.60,81.90,80.72,81.10,1238000,79.13
2013-06-07,80.59,81.95,80.33,81.49,1853900,79.51
2013-06-06,79.17,80.61,78.55,80.61,896400,78.65
2013-06-05,79.95,80.17,78.78,79.21,874900,77.29
2013-06-04,80.78,81.08,79.97,80.04,1005400,78.10
2013-06-03,79.95,81.05,79.00,80.82,1035100,78.86
2013-05-31,81.00,81.93,79.95,79.95,1250900,78.01
2013-05-30,82.79,83.27,81.30,81.39,1063400,79.41
2013-05-29,83.12,83.31,81.85,82.69,1088600,80.68
2013-05-28,85.22,85.22,83.32,83.60,1254200,81.57
2013-05-24,83.65,84.46,82.71,84.27,960500,82.22
2013-05-23,84.91,84.98,83.64,83.92,1291800,81.88
2013-05-22,87.70,88.73,85.18,85.67,794200,83.59
2013-05-21,87.88,88.00,87.53,87.71,758000,85.58
2013-05-20,87.46,87.83,87.20,87.67,804200,85.54
2013-05-17,87.68,88.18,86.96,87.46,879300,85.34
2013-05-16,87.93,88.51,87.38,87.59,979600,85.46
2013-05-15,86.81,88.31,86.44,88.15,1252300,86.01
2013-05-14,86.70,87.21,86.36,86.99,1143500,84.88
2013-05-13,86.43,86.77,85.98,86.76,1329700,84.65
2013-05-10,86.22,86.45,85.47,86.27,1127800,84.17
2013-05-09,87.07,87.49,85.92,86.16,1203400,84.07
2013-05-08,86.77,87.77,86.62,87.43,1180800,84.59
2013-05-07,87.00,87.00,83.60,86.82,1097100,84.00
2013-05-06,86.81,88.16,86.81,87.84,882700,84.99
2013-05-03,87.73,87.91,86.91,86.93,769200,84.11
2013-05-02,87.40,87.96,87.00,87.25,666000,84.42
2013-05-01,86.94,88.18,86.76,87.40,818500,84.56
2013-04-30,86.97,87.72,86.64,87.56,763700,84.72
2013-04-29,86.22,87.15,85.79,86.94,637800,84.12
2013-04-26,86.55,87.07,85.82,85.93,797000,83.14
2013-04-25,86.96,87.21,85.63,86.54,588100,83.73
2013-04-24,87.04,87.64,86.64,87.14,537100,84.31
2013-04-23,86.90,87.06,86.10,86.76,557500,83.95
2013-04-22,86.23,86.84,85.66,86.58,628900,83.77
2013-04-19,85.42,86.39,85.16,86.02,1093000,83.23
2013-04-18,86.25,86.29,84.48,85.00,1045200,82.24
2013-04-17,86.67,86.70,85.45,86.26,1170000,83.46
2013-04-16,86.01,87.49,85.57,87.07,825200,84.25
2013-04-15,87.06,87.51,85.55,85.61,901300,82.83
2013-04-12,87.09,87.55,86.97,87.41,1160600,84.57
2013-04-11,87.10,87.99,87.10,87.20,1099900,84.37
2013-04-10,86.83,87.62,86.83,87.06,990900,84.24
2013-04-09,87.92,87.92,86.39,86.80,795900,83.98
2013-04-08,86.76,87.97,86.02,87.92,865800,85.07
2013-04-05,86.35,86.99,85.84,86.96,651400,84.14
2013-04-04,85.44,87.31,85.31,87.22,1351400,84.39
2013-04-03,84.85,84.85,84.20,84.43,841900,81.69
2013-04-02,84.62,84.89,84.12,84.41,644600,81.67
2013-04-01,83.56,84.26,83.47,84.22,615900,81.49
2013-03-28,83.34,83.70,82.85,83.64,843900,80.93
2013-03-27,81.84,83.60,81.38,83.45,1357000,80.74
2013-03-26,81.93,82.37,81.89,82.33,634600,79.66
2013-03-25,81.79,81.93,81.23,81.52,760900,78.88
2013-03-22,81.86,82.06,81.29,81.59,616200,78.94
2013-03-21,81.29,81.95,81.29,81.48,1230500,78.84
2013-03-20,82.10,82.28,81.63,81.77,1013300,79.12
2013-03-19,82.75,82.95,81.10,81.72,1455800,79.07
2013-03-18,82.68,83.13,82.22,82.69,1094500,80.01
2013-03-15,83.05,83.75,82.46,83.28,2113600,80.58
2013-03-14,83.34,83.66,83.09,83.37,772300,80.67
2013-03-13,83.59,84.02,82.90,83.16,900900,80.46
2013-03-12,84.70,84.82,83.55,83.64,983000,80.93
2013-03-11,83.91,84.87,83.58,84.84,1071900,82.09
2013-03-08,83.78,84.46,83.50,84.24,1240700,81.51
2013-03-07,83.18,83.62,82.85,83.02,1168800,80.33
2013-03-06,84.29,84.43,82.82,83.22,874400,80.52
2013-03-05,81.93,84.35,81.86,84.11,2307300,81.38
2013-03-04,80.80,81.65,80.50,81.36,1135500,78.72
2013-03-01,79.84,80.31,79.43,80.31,1301500,77.70
2013-02-28,82.88,83.26,80.21,80.21,3695400,77.61
2013-02-27,82.36,83.31,81.59,82.68,1482700,80.00
2013-02-26,83.57,84.06,82.65,83.00,1035000,80.31
2013-02-25,85.68,85.92,83.05,83.06,885800,80.37
2013-02-22,84.36,85.35,84.31,85.34,614500,82.57
2013-02-21,84.90,84.90,83.93,84.00,852400,81.28
2013-02-20,85.54,85.86,84.79,84.88,750800,82.13
2013-02-19,84.93,85.75,84.86,85.75,852600,82.97
2013-02-15,85.35,85.50,84.69,84.89,1835800,82.14
2013-02-14,85.21,85.28,84.61,85.04,695000,82.28
2013-02-13,85.63,85.94,85.40,85.59,864700,82.81
2013-02-12,84.86,85.65,84.78,85.57,850400,82.79
2013-02-11,84.60,85.06,84.41,84.80,722900,82.05
2013-02-08,83.52,84.55,83.52,84.51,637300,81.77
2013-02-07,83.89,84.02,83.17,83.28,841300,80.58
2013-02-06,84.10,84.69,83.58,83.81,1042100,81.09
2013-02-05,84.78,85.02,84.32,84.56,708000,81.82
2013-02-04,84.87,85.43,84.27,84.49,1319600,81.75
2013-02-01,84.76,85.67,84.65,85.40,1051500,82.63
2013-01-31,85.15,85.25,84.37,84.46,999000,81.72
2013-01-30,85.37,85.61,84.98,85.16,1451300,82.40
2013-01-29,85.09,85.71,85.05,85.64,768100,82.86
2013-01-28,84.77,85.40,84.72,85.17,756700,82.41
2013-01-25,85.04,85.48,84.64,85.45,575100,82.68
2013-01-24,84.39,84.81,84.09,84.77,951900,82.02
2013-01-23,84.50,85.10,84.40,84.80,760900,81.34
2013-01-22,84.37,84.78,84.18,84.76,678400,81.30
2013-01-18,84.18,84.67,83.51,84.63,1231000,81.18
2013-01-17,83.24,83.62,82.82,83.46,762800,80.06
2013-01-16,83.08,83.41,82.57,83.16,1000400,79.77
2013-01-15,82.21,82.81,81.92,82.73,692600,79.36
2013-01-14,81.11,82.50,80.98,82.41,774100,79.05
2013-01-11,81.18,81.29,80.44,81.08,1039800,77.77
2013-01-10,81.86,81.97,80.87,81.05,1152400,77.75
2013-01-09,81.25,81.49,81.01,81.37,1065700,78.05
2013-01-08,81.90,82.12,81.08,81.13,856400,77.82
2013-01-07,82.12,82.31,81.64,81.94,787100,78.60
2013-01-04,81.17,82.29,80.96,82.25,648000,78.90
2013-01-03,81.06,81.65,80.50,81.31,940000,78.00
2013-01-02,81.31,81.34,80.29,80.92,907600,77.62
2012-12-31,79.00,80.08,78.79,80.08,800800,76.82
2012-12-28,79.07,79.57,78.98,79.27,1079400,76.04
2012-12-27,79.31,79.80,78.83,79.54,716000,76.30
2012-12-26,79.83,79.83,78.81,79.20,622000,75.97
2012-12-24,79.66,80.10,79.06,79.73,330300,76.48
2012-12-21,79.53,80.05,79.32,79.76,1478700,76.51
2012-12-20,79.34,80.15,79.07,80.15,818300,76.88
2012-12-19,79.10,79.38,78.53,79.33,1095800,76.10
2012-12-18,78.21,79.26,77.97,79.25,1436300,76.02
2012-12-17,77.61,78.17,77.25,78.17,1127500,74.98
2012-12-14,76.92,77.33,76.60,77.28,1058200,74.13
2012-12-13,76.78,77.00,76.40,76.73,814800,73.60
2012-12-12,76.82,77.04,76.26,76.79,1101400,73.66
2012-12-11,76.89,77.10,76.61,76.73,763600,73.60
2012-12-10,76.61,76.89,76.34,76.66,548500,73.53
2012-12-07,75.79,76.70,75.78,76.54,730500,73.42
2012-12-06,75.13,75.75,75.02,75.65,940600,72.57
2012-12-05,76.45,76.63,75.63,75.93,968800,71.88
2012-12-04,77.29,77.29,76.32,76.41,878500,72.33
2012-12-03,76.75,77.28,76.43,76.67,961700,72.58
2012-11-30,75.88,76.61,75.88,76.43,1262500,72.35
2012-11-29,75.84,75.99,75.20,75.84,905700,71.79
2012-11-28,75.37,75.72,74.72,75.46,933800,71.43
2012-11-27,75.04,75.68,74.46,74.98,1139100,70.98
2012-11-26,75.15,75.93,74.91,75.43,873300,71.40
2012-11-23,75.29,75.87,74.46,75.61,284500,71.57
2012-11-21,74.92,75.02,74.13,74.88,720700,70.88
2012-11-20,74.30,74.77,73.92,74.77,1043300,70.78
2012-11-19,73.94,74.66,73.81,74.36,908900,70.39
2012-11-16,73.38,73.80,72.64,73.23,1485500,69.32
2012-11-15,74.02,74.54,73.06,73.28,1318200,69.37
2012-11-14,75.67,75.84,73.82,73.96,819400,70.01
2012-11-13,75.62,76.47,75.44,75.54,685700,71.51
2012-11-12,76.89,76.89,76.00,76.09,841700,72.03
2012-11-09,77.66,78.46,77.29,77.32,914900,73.19
2012-11-08,78.74,79.28,77.97,77.97,974200,73.81
2012-11-07,79.42,79.71,78.68,78.90,1054000,74.69
2012-11-06,80.09,80.56,79.34,80.37,706500,75.42
2012-11-05,80.32,80.81,79.46,79.88,825600,74.97
2012-11-02,81.69,81.86,80.68,80.94,1094700,75.96
2012-11-01,80.14,81.27,79.64,80.93,829100,75.95
2012-10-31,79.91,80.61,79.02,80.21,1155600,75.27
2012-10-26,79.94,80.01,78.85,79.79,1255200,74.88
2012-10-25,80.77,81.37,79.15,80.00,1144500,75.08
2012-10-24,80.49,80.89,79.61,80.09,975100,75.16
2012-10-23,80.62,80.82,79.76,80.43,928200,75.48
2012-10-22,80.93,81.42,80.52,81.41,771600,76.40
2012-10-19,82.19,82.50,80.90,81.30,1508300,76.30
2012-10-18,80.14,82.35,80.14,82.33,2882500,77.26
2012-10-17,79.10,80.53,78.47,80.14,1379100,75.21
2012-10-16,79.26,79.57,78.92,79.30,802200,74.42
2012-10-15,78.49,78.85,78.02,78.79,649600,73.94
2012-10-12,78.98,79.66,78.36,78.49,544900,73.66
2012-10-11,79.38,79.63,78.95,79.02,678100,74.16
2012-10-10,79.12,79.25,78.62,78.96,758600,74.10
2012-10-09,79.51,80.00,78.86,78.87,709800,74.02
2012-10-08,79.94,79.94,79.32,79.45,708200,74.56
2012-10-05,80.21,80.63,79.73,80.00,732800,75.08
2012-10-04,80.94,81.06,79.63,79.79,883500,74.88
2012-10-03,80.93,81.81,80.46,80.61,803400,75.65
2012-10-02,80.67,80.99,79.98,80.71,1003900,75.74
2012-10-01,81.37,81.37,79.60,80.29,1078200,75.35
2012-09-28,80.99,81.38,80.52,81.05,1099800,76.06
2012-09-27,81.20,81.84,80.79,81.41,978900,76.40
2012-09-26,80.91,81.64,80.83,80.91,1351600,75.93
2012-09-25,82.26,82.41,80.82,81.01,1708500,76.03
2012-09-24,81.49,82.95,81.49,82.13,1121200,77.08
2012-09-21,83.12,83.21,82.31,82.32,3704300,77.25
2012-09-20,83.37,83.37,81.76,82.62,1445300,77.54
2012-09-19,84.31,84.60,83.78,83.78,887800,78.63
2012-09-18,84.58,84.97,83.92,84.42,740000,79.23
2012-09-17,85.12,85.82,84.47,84.64,545800,79.43
2012-09-14,84.57,85.58,84.30,85.12,930500,79.88
2012-09-13,82.60,84.42,82.41,84.30,940100,79.11
2012-09-12,82.62,82.88,82.06,82.63,662300,77.55
2012-09-11,81.83,82.44,81.75,82.38,623400,77.31
2012-09-10,82.42,82.42,81.39,81.83,719900,76.80
2012-09-07,81.72,82.27,81.70,81.88,604200,76.84
2012-09-06,81.50,81.91,81.32,81.62,912900,76.60
2012-09-05,81.55,81.95,80.72,81.12,733400,76.13
2012-09-04,81.21,81.38,80.37,81.35,782900,76.34
2012-08-31,81.21,81.45,80.67,81.17,1213800,76.18
2012-08-30,81.39,81.50,80.58,80.81,952600,75.84
2012-08-29,81.96,82.07,81.31,81.87,611000,76.83
2012-08-28,81.91,82.19,81.14,81.91,566300,76.87
2012-08-27,82.25,82.43,81.78,82.22,533200,77.16
2012-08-24,81.36,82.23,81.09,82.10,551500,77.05
2012-08-23,82.22,82.38,81.37,81.58,506200,76.56
2012-08-22,82.62,82.70,81.33,82.39,848700,77.32
2012-08-21,81.89,82.91,81.80,82.86,992500,77.76
2012-08-20,82.10,82.22,81.18,81.75,735500,76.72
2012-08-17,81.92,82.33,81.69,82.30,765500,77.24
2012-08-16,81.50,81.85,80.88,81.67,637400,76.64
2012-08-15,80.80,81.58,80.72,81.42,690700,76.41
2012-08-14,80.88,81.39,80.47,81.02,1133300,76.03
2012-08-13,80.11,80.85,79.82,80.76,900800,75.79
2012-08-10,79.77,80.32,79.50,79.89,1067500,74.97
2012-08-09,81.53,81.67,79.84,80.01,1708500,75.09
2012-08-08,83.05,83.05,81.23,81.60,1021500,76.58
2012-08-07,85.63,85.63,83.35,83.59,1285300,77.80
2012-08-06,85.84,86.00,85.23,85.60,809000,79.67
2012-08-03,84.59,85.98,84.52,85.65,991600,79.72
2012-08-02,83.20,83.93,82.93,83.93,783600,78.12
2012-08-01,83.91,84.68,83.49,83.89,1185600,78.08
2012-07-31,83.78,83.82,83.19,83.50,987800,77.72
2012-07-30,83.18,84.15,82.99,83.85,766700,78.04
2012-07-27,83.01,83.91,82.82,83.35,981200,77.58
2012-07-26,82.58,83.01,81.86,82.62,1092400,76.90
2012-07-25,81.94,82.06,80.93,81.44,686100,75.80
2012-07-24,82.24,82.55,80.90,81.59,800100,75.94
2012-07-23,82.60,82.93,81.96,82.36,726400,76.65
2012-07-20,84.22,84.70,83.26,83.48,1293600,77.70
2012-07-19,85.63,85.74,83.58,84.38,1043200,78.53
2012-07-18,86.13,86.46,85.22,85.59,602900,79.66
2012-07-17,86.02,86.56,85.22,86.45,748300,80.46
2012-07-16,85.90,86.36,85.25,85.98,789400,80.02
2012-07-13,84.48,85.85,84.21,85.84,1201500,79.89
2012-07-12,83.04,84.74,82.97,84.29,1051800,78.45
2012-07-11,83.69,84.29,82.99,84.10,1057200,78.27
2012-07-10,84.86,85.00,83.33,83.71,1182400,77.91
2012-07-09,84.50,84.66,83.91,84.55,1225800,78.69
2012-07-06,83.73,84.78,83.61,84.67,732200,78.80
2012-07-05,84.54,85.10,84.15,84.70,542600,78.83
2012-07-03,84.53,85.29,84.33,84.76,733700,78.89
2012-07-02,83.72,84.49,82.84,84.49,1211400,78.64
2012-06-29,82.14,83.98,82.05,83.98,1122700,78.16
2012-06-28,80.25,81.46,79.82,81.46,630400,75.82
2012-06-27,80.67,80.93,80.01,80.70,631600,75.11
2012-06-26,79.93,80.50,79.60,80.32,953500,74.76
2012-06-25,79.89,80.24,79.38,79.80,745600,74.27
2012-06-22,81.15,81.39,80.25,80.55,1061400,74.97
2012-06-21,82.23,82.37,80.59,80.73,1185300,75.14
2012-06-20,82.52,82.77,81.62,82.21,1479200,76.51
2012-06-19,83.00,83.16,82.36,82.66,1061300,76.93
2012-06-18,81.43,82.98,81.35,82.65,774000,76.92
2012-06-15,81.70,82.03,81.05,81.80,1660600,76.13
2012-06-14,80.40,81.58,80.17,81.24,828600,75.61
2012-06-13,80.13,81.33,79.68,80.06,1019100,74.51
2012-06-12,80.10,81.01,79.33,80.62,1293300,75.04
2012-06-11,83.49,83.50,80.41,80.52,1185300,74.94
2012-06-08,81.55,82.70,81.55,82.64,827600,76.92
2012-06-07,82.92,83.00,81.50,81.77,1174400,76.11
2012-06-06,81.53,82.12,79.93,82.12,1080800,76.43
2012-06-05,79.20,80.74,78.94,80.51,856100,74.93
2012-06-04,80.27,80.46,78.56,79.40,1150900,73.90
2012-06-01,80.81,81.22,79.88,80.03,1358500,74.49
2012-05-31,81.67,82.71,80.65,81.92,1242900,76.24
2012-05-30,83.17,83.34,81.68,81.70,1087700,76.04
2012-05-29,83.47,84.11,83.04,83.96,822600,78.14
2012-05-25,83.23,83.58,82.70,83.10,774100,77.34
2012-05-24,83.14,83.78,82.09,83.24,563400,77.47
2012-05-23,82.44,83.17,81.47,82.88,861000,77.14
2012-05-22,83.20,83.46,82.42,82.96,804800,77.21
2012-05-21,81.47,83.03,81.35,82.85,994100,77.11
2012-05-18,83.09,83.34,80.93,81.28,1394300,75.65
2012-05-17,84.53,84.66,82.44,82.44,1216500,76.73
2012-05-16,86.29,86.29,84.56,84.65,1412500,78.79
2012-05-15,86.86,87.05,85.96,86.38,1256000,80.40
2012-05-14,86.51,87.72,86.39,87.01,1228500,80.98
2012-05-11,86.57,87.97,86.24,87.46,872700,81.40
2012-05-10,88.30,88.35,86.61,87.00,804100,80.97
2012-05-09,87.15,88.50,86.97,87.83,1236900,81.10
2012-05-08,87.31,88.21,86.42,88.07,980800,81.33
2012-05-07,85.98,87.97,85.75,87.54,866600,80.84
2012-05-04,86.69,87.00,85.99,86.28,895600,79.67
2012-05-03,87.68,87.94,86.93,87.14,1229300,80.47
2012-05-02,87.06,87.71,86.26,87.60,1370900,80.89
2012-05-01,86.18,87.90,85.93,87.49,1236500,80.79
2012-04-30,85.71,85.86,85.14,85.84,1169800,79.27
2012-04-27,85.85,86.42,85.23,86.00,1316900,79.41
2012-04-26,84.65,85.56,84.24,85.36,1430500,78.82
2012-04-25,84.57,85.10,84.39,84.97,1269400,78.46
2012-04-24,82.96,84.64,82.90,84.59,1443500,78.11
2012-04-23,82.76,83.32,82.32,82.78,1653000,76.44
2012-04-20,83.17,84.22,82.93,83.67,1184500,77.26
2012-04-19,83.27,83.47,82.65,82.93,1142800,76.58
2012-04-18,82.76,83.47,82.60,83.06,821600,76.70
2012-04-17,82.88,83.48,82.21,83.15,1249600,76.78
2012-04-16,82.00,83.39,80.95,82.15,2475200,75.86
2012-04-13,80.97,81.17,79.92,79.94,976000,73.82
2012-04-12,79.81,81.03,79.50,81.03,890800,74.82
2012-04-11,80.12,80.32,79.46,79.85,808000,73.73
2012-04-10,80.88,81.16,79.19,79.33,1465400,73.25
2012-04-09,80.81,81.22,80.38,80.92,808000,74.72
2012-04-05,82.51,83.01,81.70,82.00,717900,75.72
2012-04-04,83.62,83.79,82.72,82.84,737800,76.50
2012-04-03,84.30,84.49,83.66,84.15,1008200,77.71
2012-04-02,84.12,84.65,84.00,84.57,1046500,78.09
2012-03-30,83.70,84.37,83.55,84.20,1095400,77.75
2012-03-29,83.04,83.61,82.27,83.45,810600,77.06
2012-03-28,83.95,84.13,82.75,83.55,964900,77.15
2012-03-27,84.36,84.56,83.86,84.11,749800,77.67
2012-03-26,84.31,84.37,83.52,84.13,1032500,77.69
2012-03-23,83.58,83.77,82.81,83.43,1049900,77.04
2012-03-22,83.79,84.27,82.98,83.39,1047900,77.00
2012-03-21,85.00,85.10,84.15,84.25,1058600,77.80
2012-03-20,84.22,85.36,83.99,84.85,1087100,78.35
2012-03-19,83.43,85.48,83.33,84.76,1635400,78.27
2012-03-16,83.75,83.89,83.25,83.82,1555100,77.40
2012-03-15,83.01,83.74,82.79,83.47,1433300,77.08
2012-03-14,83.11,83.25,82.04,83.03,1116300,76.67
2012-03-13,81.16,83.29,81.06,83.08,1436500,76.72
2012-03-12,80.12,81.17,80.03,80.58,936000,74.41
2012-03-09,80.40,80.55,79.60,80.02,948000,73.89
2012-03-08,80.61,80.89,79.80,79.90,1353900,73.78
2012-03-07,80.34,81.10,79.45,80.92,1045000,74.72
2012-03-06,80.45,80.89,79.53,80.06,1418300,73.93
